2019-03-02 02:01:56,614 [I] 	(at main.py:29) 
2019-03-02 02:01:57,182 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:57,182 [D] ┌:F:n:WD_2:wc.c:36	(at logger.py:129) 
2019-03-02 02:01:57,182 [D] └:F:n:WD_2:wc.c:35	(at logger.py:129) 
2019-03-02 02:01:57,196 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:57,196 [D] ┌:F:n:WD_3:wc.c:36	(at logger.py:129) 
2019-03-02 02:01:57,196 [D] |:F:n:WD_3:wc.c:35	(at logger.py:129) 
2019-03-02 02:01:57,196 [D] └:F:n:WD_3:wc.c:34	(at logger.py:129) 
2019-03-02 02:01:57,209 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:57,209 [D] -:F:n:WD_1:wc.c:35	(at logger.py:129) 
2019-03-02 02:01:57,223 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:57,223 [D] ┌:F:n:WD_2:wc.c:35	(at logger.py:129) 
2019-03-02 02:01:57,223 [D] └:F:n:WD_2:wc.c:34	(at logger.py:129) 
2019-03-02 02:01:57,237 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:57,237 [D] ┌:F:n:WD_3:wc.c:35	(at logger.py:129) 
2019-03-02 02:01:57,237 [D] |:F:n:WD_3:wc.c:34	(at logger.py:129) 
2019-03-02 02:01:57,237 [D] └:F:n:WD_3:wc.c:33	(at logger.py:129) 
2019-03-02 02:01:57,253 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:57,253 [D] -:F:n:WD_1:wc.c:34	(at logger.py:129) 
2019-03-02 02:01:57,270 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:57,270 [D] ┌:F:n:WD_2:wc.c:34	(at logger.py:129) 
2019-03-02 02:01:57,270 [D] └:F:n:WD_2:wc.c:33	(at logger.py:129) 
2019-03-02 02:01:57,284 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:57,285 [D] ┌:F:n:WD_3:wc.c:34	(at logger.py:129) 
2019-03-02 02:01:57,285 [D] |:F:n:WD_3:wc.c:33	(at logger.py:129) 
2019-03-02 02:01:57,285 [D] └:F:n:WD_3:wc.c:32	(at logger.py:129) 
2019-03-02 02:01:57,298 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:57,299 [D] -:F:n:WD_1:wc.c:33	(at logger.py:129) 
2019-03-02 02:01:57,314 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:57,314 [D] ┌:F:n:WD_2:wc.c:33	(at logger.py:129) 
2019-03-02 02:01:57,314 [D] └:F:n:WD_2:wc.c:32	(at logger.py:129) 
2019-03-02 02:01:57,329 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:57,329 [D] ┌:F:n:WD_3:wc.c:33	(at logger.py:129) 
2019-03-02 02:01:57,329 [D] |:F:n:WD_3:wc.c:32	(at logger.py:129) 
2019-03-02 02:01:57,329 [D] └:F:n:WD_3:wc.c:31	(at logger.py:129) 
2019-03-02 02:01:57,375 [D] -:P:n:WD_1:wc.c:32	(at logger.py:129) 
2019-03-02 02:01:57,421 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:57,422 [D] -:F:n:WD_1:wc.c:31	(at logger.py:129) 
2019-03-02 02:01:57,474 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:57,475 [D] ┌:F:n:WD_2:wc.c:31	(at logger.py:129) 
2019-03-02 02:01:57,475 [D] └:F:n:WD_2:wc.c:30	(at logger.py:129) 
2019-03-02 02:01:57,513 [D] ┌:P:c:WD_3:wc.c:31	(at logger.py:129) 
2019-03-02 02:01:57,513 [D] |:P:c:WD_3:wc.c:30	(at logger.py:129) 
2019-03-02 02:01:57,513 [D] └:P:c:WD_3:wc.c:29	(at logger.py:129) 
2019-03-02 02:01:57,513 [D]  : : :pass:wc.c:30	(at logger.py:129) 
2019-03-02 02:01:57,513 [D]  : : :pass:wc.c:29	(at logger.py:129) 
2019-03-02 02:01:57,526 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:57,526 [D] -:F:n:WD_1:wc.c:28	(at logger.py:129) 
2019-03-02 02:01:57,540 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:57,540 [D] ┌:F:n:WD_2:wc.c:28	(at logger.py:129) 
2019-03-02 02:01:57,540 [D] └:F:n:WD_2:wc.c:27	(at logger.py:129) 
2019-03-02 02:01:57,554 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:57,554 [D] ┌:F:n:WD_3:wc.c:28	(at logger.py:129) 
2019-03-02 02:01:57,554 [D] |:F:n:WD_3:wc.c:27	(at logger.py:129) 
2019-03-02 02:01:57,554 [D] └:F:n:WD_3:wc.c:26	(at logger.py:129) 
2019-03-02 02:01:57,603 [D] -:P:n:WD_1:wc.c:27	(at logger.py:129) 
2019-03-02 02:01:57,648 [D] -:P:n:WD_1:wc.c:26	(at logger.py:129) 
2019-03-02 02:01:57,660 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:57,661 [D] -:F:n:WD_1:wc.c:25	(at logger.py:129) 
2019-03-02 02:01:57,674 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:57,675 [D] ┌:F:n:WD_2:wc.c:25	(at logger.py:129) 
2019-03-02 02:01:57,675 [D] └:F:n:WD_2:wc.c:24	(at logger.py:129) 
2019-03-02 02:01:57,688 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:57,688 [D] ┌:F:n:WD_3:wc.c:25	(at logger.py:129) 
2019-03-02 02:01:57,688 [D] |:F:n:WD_3:wc.c:24	(at logger.py:129) 
2019-03-02 02:01:57,688 [D] └:F:n:WD_3:wc.c:23	(at logger.py:129) 
2019-03-02 02:01:57,722 [D] -:P:c:WD_1:wc.c:24	(at logger.py:129) 
2019-03-02 02:01:57,737 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:57,738 [D] -:F:n:WD_1:wc.c:23	(at logger.py:129) 
2019-03-02 02:01:57,753 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:57,753 [D] ┌:F:n:WD_2:wc.c:23	(at logger.py:129) 
2019-03-02 02:01:57,753 [D] └:F:n:WD_2:wc.c:22	(at logger.py:129) 
2019-03-02 02:01:57,803 [D] ┌:P:n:WD_3:wc.c:23	(at logger.py:129) 
2019-03-02 02:01:57,804 [D] |:P:n:WD_3:wc.c:22	(at logger.py:129) 
2019-03-02 02:01:57,804 [D] └:P:n:WD_3:wc.c:21	(at logger.py:129) 
2019-03-02 02:01:57,804 [D]  : : :pass:wc.c:22	(at logger.py:129) 
2019-03-02 02:01:57,804 [D]  : : :pass:wc.c:21	(at logger.py:129) 
2019-03-02 02:01:57,853 [D] -:P:n:WD_1:wc.c:20	(at logger.py:129) 
2019-03-02 02:01:57,868 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:57,868 [D] -:F:n:WD_1:wc.c:19	(at logger.py:129) 
2019-03-02 02:01:57,881 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:57,881 [D] ┌:F:n:WD_2:wc.c:19	(at logger.py:129) 
2019-03-02 02:01:57,881 [D] └:F:n:WD_2:wc.c:18	(at logger.py:129) 
2019-03-02 02:01:57,895 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:57,896 [D] ┌:F:n:WD_3:wc.c:19	(at logger.py:129) 
2019-03-02 02:01:57,896 [D] |:F:n:WD_3:wc.c:18	(at logger.py:129) 
2019-03-02 02:01:57,896 [D] └:F:n:WD_3:wc.c:17	(at logger.py:129) 
2019-03-02 02:01:57,929 [D] -:P:c:WD_1:wc.c:18	(at logger.py:129) 
2019-03-02 02:01:57,971 [D] -:P:n:WD_1:wc.c:17	(at logger.py:129) 
2019-03-02 02:01:57,984 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:57,985 [D] -:F:n:WD_1:wc.c:16	(at logger.py:129) 
2019-03-02 02:01:57,998 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:57,998 [D] ┌:F:n:WD_2:wc.c:16	(at logger.py:129) 
2019-03-02 02:01:57,998 [D] └:F:n:WD_2:wc.c:15	(at logger.py:129) 
2019-03-02 02:01:58,011 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:58,011 [D] ┌:F:n:WD_3:wc.c:16	(at logger.py:129) 
2019-03-02 02:01:58,012 [D] |:F:n:WD_3:wc.c:15	(at logger.py:129) 
2019-03-02 02:01:58,012 [D] └:F:n:WD_3:wc.c:14	(at logger.py:129) 
2019-03-02 02:01:58,059 [D] -:P:n:WD_1:wc.c:15	(at logger.py:129) 
2019-03-02 02:01:58,096 [D] -:P:c:WD_1:wc.c:14	(at logger.py:129) 
2019-03-02 02:01:58,139 [D] subprocess cmd: ['source execute.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:58,139 [D] -:C:n:WD_1:wc.c:13	(at logger.py:129) 
2019-03-02 02:01:58,187 [D] subprocess cmd: ['source execute.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:58,187 [D] ┌:C:n:WD_2:wc.c:13	(at logger.py:129) 
2019-03-02 02:01:58,187 [D] └:C:n:WD_2:wc.c:12	(at logger.py:129) 
2019-03-02 02:01:58,232 [D] subprocess cmd: ['source execute.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:58,233 [D] ┌:C:n:WD_3:wc.c:13	(at logger.py:129) 
2019-03-02 02:01:58,233 [D] |:C:n:WD_3:wc.c:12	(at logger.py:129) 
2019-03-02 02:01:58,233 [D] └:C:n:WD_3:wc.c:11	(at logger.py:129) 
2019-03-02 02:01:58,276 [D] -:P:n:WD_1:wc.c:12	(at logger.py:129) 
2019-03-02 02:01:58,322 [D] -:P:n:WD_1:wc.c:11	(at logger.py:129) 
2019-03-02 02:01:58,371 [D] -:P:n:WD_1:wc.c:10	(at logger.py:129) 
2019-03-02 02:01:58,406 [D] -:P:c:WD_1:wc.c:9	(at logger.py:129) 
2019-03-02 02:01:58,420 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:58,420 [D] -:F:n:WD_1:wc.c:8	(at logger.py:129) 
2019-03-02 02:01:58,434 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:58,434 [D] ┌:F:n:WD_2:wc.c:8	(at logger.py:129) 
2019-03-02 02:01:58,435 [D] └:F:n:WD_2:wc.c:7	(at logger.py:129) 
2019-03-02 02:01:58,447 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:58,448 [D] ┌:F:n:WD_3:wc.c:8	(at logger.py:129) 
2019-03-02 02:01:58,448 [D] |:F:n:WD_3:wc.c:7	(at logger.py:129) 
2019-03-02 02:01:58,448 [D] └:F:n:WD_3:wc.c:6	(at logger.py:129) 
2019-03-02 02:01:58,482 [D] -:P:c:WD_1:wc.c:7	(at logger.py:129) 
2019-03-02 02:01:58,516 [D] -:P:c:WD_1:wc.c:6	(at logger.py:129) 
2019-03-02 02:01:58,551 [D] -:P:c:WD_1:wc.c:5	(at logger.py:129) 
2019-03-02 02:01:58,565 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:58,565 [D] -:F:n:WD_1:wc.c:4	(at logger.py:129) 
2019-03-02 02:01:58,579 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:58,579 [D] ┌:F:n:WD_2:wc.c:4	(at logger.py:129) 
2019-03-02 02:01:58,579 [D] └:F:n:WD_2:wc.c:3	(at logger.py:129) 
2019-03-02 02:01:58,592 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:58,593 [D] ┌:F:n:WD_3:wc.c:4	(at logger.py:129) 
2019-03-02 02:01:58,593 [D] |:F:n:WD_3:wc.c:3	(at logger.py:129) 
2019-03-02 02:01:58,593 [D] └:F:n:WD_3:wc.c:2	(at logger.py:129) 
2019-03-02 02:01:58,605 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:58,606 [D] -:F:n:WD_1:wc.c:3	(at logger.py:129) 
2019-03-02 02:01:58,620 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:58,620 [D] ┌:F:n:WD_2:wc.c:3	(at logger.py:129) 
2019-03-02 02:01:58,620 [D] └:F:n:WD_2:wc.c:2	(at logger.py:129) 
2019-03-02 02:01:58,632 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:58,632 [D] ┌:F:n:WD_3:wc.c:3	(at logger.py:129) 
2019-03-02 02:01:58,632 [D] |:F:n:WD_3:wc.c:2	(at logger.py:129) 
2019-03-02 02:01:58,632 [D] └:F:n:WD_3:wc.c:1	(at logger.py:129) 
2019-03-02 02:01:58,667 [D] -:P:c:WD_1:wc.c:2	(at logger.py:129) 
2019-03-02 02:01:58,699 [D] -:P:c:WD_1:wc.c:1	(at logger.py:129) 
2019-03-02 02:01:58,699 [D] comp_cached_cnt:0	(at logger.py:134) 
2019-03-02 02:01:58,699 [D] compile_cnt:80	(at logger.py:134) 
2019-03-02 02:01:58,699 [D] execute_cnt:16	(at logger.py:134) 
2019-03-02 02:01:58,699 [D] fail_del_cnt:3	(at logger.py:134) 
2019-03-02 02:01:58,700 [D] iter_idx:1	(at logger.py:134) 
2019-03-02 02:01:58,700 [D] reuse_cnt:12	(at logger.py:134) 
2019-03-02 02:01:58,700 [D] succ_del_cnt:25	(at logger.py:134) 
2019-03-02 02:01:58,700 [D] time:1.9940667152404785	(at logger.py:134) 
2019-03-02 02:01:58,700 [D] deletion:32	(at logger.py:136) 
2019-03-02 02:01:58,700 [I] Iteration 1 finished	(at orbs.py:87) 
2019-03-02 02:01:58,710 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:58,711 [D] -:F:n:WD_1:wc.c:48	(at logger.py:129) 
2019-03-02 02:01:58,721 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:58,721 [D] ┌:F:n:WD_2:wc.c:48	(at logger.py:129) 
2019-03-02 02:01:58,721 [D] └:F:n:WD_2:wc.c:47	(at logger.py:129) 
2019-03-02 02:01:58,734 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:58,734 [D] ┌:F:n:WD_3:wc.c:48	(at logger.py:129) 
2019-03-02 02:01:58,734 [D] |:F:n:WD_3:wc.c:47	(at logger.py:129) 
2019-03-02 02:01:58,734 [D] └:F:n:WD_3:wc.c:41	(at logger.py:129) 
2019-03-02 02:01:58,746 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:58,746 [D] -:F:n:WD_1:wc.c:47	(at logger.py:129) 
2019-03-02 02:01:58,777 [D] ┌:P:c:WD_2:wc.c:47	(at logger.py:129) 
2019-03-02 02:01:58,777 [D] └:P:c:WD_2:wc.c:41	(at logger.py:129) 
2019-03-02 02:01:58,777 [D]  : : :pass:wc.c:46	(at logger.py:129) 
2019-03-02 02:01:58,777 [D]  : : :pass:wc.c:45	(at logger.py:129) 
2019-03-02 02:01:58,777 [D]  : : :pass:wc.c:44	(at logger.py:129) 
2019-03-02 02:01:58,777 [D]  : : :pass:wc.c:43	(at logger.py:129) 
2019-03-02 02:01:58,777 [D]  : : :pass:wc.c:42	(at logger.py:129) 
2019-03-02 02:01:58,777 [D]  : : :pass:wc.c:41	(at logger.py:129) 
2019-03-02 02:01:58,777 [D]  : : :pass:wc.c:40	(at logger.py:129) 
2019-03-02 02:01:58,777 [D]  : : :pass:wc.c:39	(at logger.py:129) 
2019-03-02 02:01:58,777 [D]  : : :pass:wc.c:38	(at logger.py:129) 
2019-03-02 02:01:58,788 [D] subprocess cmd: ['source compile.sh /home/bohrok/Documents/DM/output/orbs/wc/3/work'], stdout: b''	(at ex_script.py:45) 
2019-03-02 02:01:58,788 [D] -:F:n:WD_1:wc.c:37	(at logger.py:129) 
